tweet,spacy_cleaned_tweet,sentiment,target
"@scottymiles96 He doesn't support the IRA, he refuses to wear a poppy because he's from Derry, where Bloody Sunday occurred.",support ira refuse wear poppy derry bloody sunday occur,negative,0
"Islam, please take your fictional, murderous, nonsense, and poke it where the sun don't shine! We the people, aren't interested in bullshit!",islam please take fictional murderous nonsense poke sun shine people interested bullshit,negative,0
"I am not allowed to listen to Nirvana around Alexander because he may not like my music. He is 2 weeks old, he doesn't care??",allow listen nirvana around alexander may like music 2 week old,negative,0
"Hey @TonyAbbottMHR, the Pope missed your communique on just looking after the Christians.  https://t.co/gDLUTXe6B2",hey pope miss communique look christian,negative,0
"C'mon Christine,  even you know Tony Blair is a has been. @camanpour https://t.co/jO8vbmDcE4",c'mon christine even know tony blair,negative,0
James Franklin will have some 10 and 11 win seasons here but starting to think he isn't particularly good at the 'Saturday' part of his job.,james franklin 10 11 win season start think particularly good saturday part job,negative,0
I am not interested in Hayden solving who shot her. But I just sat and watch Curtis like everything he said was the written word. Lawd! #GH,interested hayden solve shoot watch curtis like everything say write word lawd gh,negative,0
ANT-MAN was the 1st time I didn't stay for a Marvel film's post credits scene. The film was just one big teaser. Didn't need to see another.,ant 1st time stay marvel film 's post credit scene film one big teaser need see another,negative,0
Kenyans r realy crazy. can we say that Ruto is the 6th prezo of the republic of kenya?,kenyan r realy crazy say ruto 6th prezo republic kenya,negative,0
The GOP's greatest crime? @pwire: Boehner proposes Obama speech be on the same night as NFL opening night...  http://t.co/aS8DBGS,gop 's great crime boehner propose obama speech night nfl opening night ...,negative,0
@Raiders_Spurs Reggie isn't interested in dealing picks like the old regime.  Can't see him parting with anything other than a 6th or 7th,reggie interested deal pick like old regime see part anything 6th 7th,negative,0
Bhai jaan@BeingSalmanKhan it was not unintentionally u clrly mention Yakub is innocent may be ur driving it was night time u know@MrsGandhi,bhai jaan unintentionally clrly mention yakub innocent may ur drive night time know,negative,0
Why would Netflix decide there's a fucking audio problem 3 episodes I'm man c'mon! You wouldn't take the spoon from the fiend would you,would netflix decide fucking audio problem 3 episode c'mon would take spoon fiend would,negative,0
"On the news, regarding the ""Marijuana March"" in #Toronto today: ""If you don't hear 'em coming, you'll smell them."" Nice...not.",news regard marijuana march toronto today hear smell nice ...,negative,0
"Scott Walker's answers don't even qualify as GOP word salad, more like mystery red meat with a side of jello in the sun! Unintelligible.",scott walker 's answer even qualify gop word salad like mystery red meat side jello sun unintelligible,negative,0
A little worried about Amazon. The collection was meant to go up on Saturday but is still not available.,little worried amazon collection mean go saturday still available,negative,0
New studies about Monsanto's lies. https://t.co/AY7892SgmA #BanGMO #StopDarkAct #GrowOrganic #BanPesticides #BanGlyphosate #BanRoundup,new study monsanto 's lie bangmo stopdarkact groworganic banpesticide banglyphosate banroundup,negative,0
@pinnie99 @WestJournalism  Obama will continue to flood America with Muslims. It may be too late to stop the fall of America,obama continue flood america muslim may late stop fall america,negative,0
@sunnyjim123 Yeah that'll be enough for him now. That was devastating. I think Price would be Vitali Klitschko tomorrow if he had the chance,yeah enough devastating think price would vitali klitschko tomorrow chance,negative,0
"Ted 2 was shit, ant-man was dec now it's time for southpaw!",ted 2 shit ant dec time southpaw,negative,0
"@__Aniko you think mr.Calle let practice with you guys ,cause I don't have practice tomorrow ??..",think mr.calle let practice guy practice tomorrow ..,negative,0
the 1st sentence i said at the til definitely wasnt in a Liverpudlian accent and i definitly didnt have to keep it for the whole transaction,1st sentence say definitely liverpudlian accent definitly keep whole transaction,negative,0
during 7th sense audio launch Ramcharan said it is our bad luck that  a director like ARM didn't born in AP!and it created a riot among TFI!,7th sense audio launch ramcharan say bad luck director like arm bear ap create riot among tfi,negative,0
"@SoccerManager #Wrong He played only 2 seasons at Chelsea, was injured most of the time &amp; in 3rd season he was on loan at Milan. #BadLuck",wrong play 2 season chelsea injure time 3rd season loan milan badluck,negative,0
"Tuesday Attack by Boko Haram militants on Gamgara village, near the town of Bosso, Niger left a dozen people dead, local sources report",tuesday attack boko haram militant gamgara village near town bosso niger leave dozen people dead local source report,negative,0
Boycott and sanction' power to be stripped from UK councils.  Awww the Boycott must really be hurting Israel. #BDS   https://t.co/hvJvpfJx1L,boycott sanction power strip uk council awww boycott must really hurt israel bds,negative,0
#IWillNeverUnderstandWhy Hot jam is on a Monday shit dont make any sense,iwillneverunderstandwhy hot jam monday shit make sense,negative,0
Mondays are not the same when you don't have Teen Wolf to look foward to on Monday nights ):,monday teen wolf look foward monday night ):,negative,0
Somalia: the 2nd most dangerous country on Earth for Christians. Pray for #ThePersecutedChurch http://t.co/Tx0nAMm3XN http://t.co/ijZMgX0W0B,somalia 2nd dangerous country earth christian pray thepersecutedchurch,negative,0
Tom Brady's suspension got tossed &amp; all the fans from our 1st 4 games tucked the shit-talking in for a nice nap,tom brady 's suspension get toss fan 1st 4 game tuck shit talk nice nap,negative,0
"GC Event Update: Friday's event Fire in the Ashes, with Jonathan Kozol &amp; Brian Jones, has been cancelled.",gc event update friday 's event fire ash jonathan kozol brian jones cancel,negative,0
"Dentist may lose Navy job in Saratoga due to Israel ties: ""You have weekly telephone contact with your mother ...  https://t.co/i0NeNhaoQZ",dentist may lose navy job saratoga due israel tie weekly telephone contact mother ...,negative,0
@TheAmazingSalah You're saying perseverance in all instances. That doesn't mean #OccupyAUC is equivalent to 25 Jan revolution. see the diff?,say perseverance instance mean occupyauc equivalent 25 jan revolution see diff,negative,0
"Trump is really a presidential candidate....this is not the longest MTV Awards skit, nor Saturday Night Live or Living Color.  No, really.",trump really presidential candidate ... long mtv award skit saturday night live live color really,negative,0
"Good grief Big Brother, can't you get a handle on the ants yet? Every season...ants. C'mon, fix the problem. #BB17",good grief big brother get handle ant yet every season ... ant c'mon fix problem bb17,negative,0
@lalamandi2205  To get into your worlds &amp; see just what you do the Tory's are afraid of things that are really true. May....be,get world see tory 's afraid thing really true may ...,negative,0
"Gators can't get caught looking ahead to March: So tell me, when does the NCAA Tournament start? http://t.co/2BClV6qR",gator get catch look ahead march tell ncaa tournament start,negative,0
14th page in Hindu TN edition :(.  Gadkari was on first page though. Media will one day sell India for bread crumbs thown by dynasty,14th page hindu tn edition :( gadkari first page though medium one day sell india bread crumb thown dynasty,negative,0
"Since Seth Rollins has stolen Finn Balor's Sling Blade and His finisher, he may as well steal his entrance... #BGSummerSlam",since seth rollins steal finn balor 's sling blade finisher may well steal entrance ... bgsummerslam,negative,0
"Out of all the things I hate, Islam is #1. Religion in general is #2. Drug prohibition would be a distant 3rd.",thing hate islam 1 religion general 2 drug prohibition would distant 3rd,negative,0
"I'm being taunted :( don't get my PS4 until September 15, and I can't play this until Halloween god damn it http://t.co/hujJFUKYC0",taunt :( get ps4 september 15 play halloween god damn,negative,0
I'm going to see how long I can go without getting caught for wearing Nike shorts tomorrow ..,go see long go without get catch wear nike short tomorrow ..,negative,0
Funny how you speak the truth and people still justify their wrong doings may a higher power guide all of you misguided Muslims AND jews &lt;3,funny speak truth people still justify wrong may high power guide misguided muslim jews <3,negative,0
@JustinCrew is tomorrow the pre-sale for JB in Mexico city? because ticketmaster is making a pre-sale tomorrow i'm sorry i''m so confused.,tomorrow pre jb mexico city ticketmaster make pre tomorrow sorry i''m confused,negative,0
Still can't believe Ryan Braun and Jew Unit were able to beat the 1st test on technicality that his piss was mishandled!,still believe ryan braun jew unit able beat 1st test technicality piss mishandle,negative,0
@abgstiles @realDonaldTrump the offensive tweets were from Jan 7th after Charlie Hebdo attack dumbass read the date on the tweet,offensive tweet jan 7th charlie hebdo attack dumbass read date tweet,negative,0
